ID,letter,phrase,type,meaning
307,A,analfabestia,pop.,Ignorante.
308,A,arrastrar el ala,pop.,"Enamorar, requerir de amores, pretender a una mujer."
309,A,a la miseria,pop.,"Deshecho, estropeado."
310,A,afrechudo/da,lunf.,"Cachondo, rijoso, ansioso de relación sexual abstenido sexualmente."
311,A,analis,inc.,Análisis.
312,A,arrastrar la marca,futb.,"Descolocar de su posición a un jugador adversario, moviéndose siempre sin la pelota."
313,A,a la que te criaste,pop.,Lo hecho en forma o modo rutinario.
314,A,agachada,pop.,"Acción desleal, treta (JFP), mala jugada (JFP), ardid (JFP), astucia hipocresía (JFP), disimulo, obsecuencia claudicación, cobardía pretextos (TG), subterfugios (TG.)."
315,A,anapado/da,lunf.,"Metát. de Apañado, apresado (JFP); asido obstaculizado (JFP) igual que Amurado/da (JFP)."
316,A,arrastrarse,pop.,"Envilecerse, rebajarse, humillarse."
317,A,a la quinta del ñato,pop.,Al cementerio.
318,A,agachado/da,lunf.,Servil.
319,A,añapador/ora,lunf.,"Metát. de ApañadorIra, atacador atrapador, hurtador igual que Amurador (JFP)."
320,A,arrastre,pop.,"Atracción que se ejercita sobre otro influencia, predicamento, ascendiente prestigio, importancia."
321,A,a la rastra,pop.,Arrastrando de mal grado; obligado; forzado.
322,A,agachador/ora,lunf.,"Falso (JFP), mal amigo (JFP) individuo que acostumbra a andar con rodeos para decir las cosas (JFP) mal pagador (JFP)."
323,A,anapar,lunf.,"Metát. de Apañar, agarrar (LCV), apresar (JFP); sorprender ""in fraganti delito"" (JFP); asir, atrapar, tomar (YAC.); detener quitar algo, robar, hurtar recibir algo (LCV)."
324,A,arreada,lunf. y polic.,"Encanar colectivamente (JAS), conducción y detención de personas en grupo (rural.) Acción de hurtar o robar ganado ajeno acto de azuzar a los animales para que avancen."
325,A,a la romana,pop.,Igual que A la americana.
326,A,agachar,lunf.,"Capitular, humillar pasar algún contratiempo, persecución o acusación sin defenderse ni excusarse, para sacar después mejor partido."
327,A,anarco,pop.,Anarquista.
328,A,arreado/da,pop.,"Detenido por la autoridad (JFP), conducido a algún lugar contra la propia voluntad (JFP)."
329,A,a la san fason,fr. A la sanfaçon,Descuidadamente; despreocupadamente; sin ceremonia; sin mayor responsabilidad.
330,A,agachar el lomo,lunf.,Trabajar duramente o sin descanso humillarse resignarse.
331,A,anares,pop.,Muchos años.
332,A,arreador,rural.,"Látigo de los arrieros (TC), talero o rebenque (lunf.) empleado de policía encargado de dar caza o perseguir a las prostitutas (JFP)."
333,A,a la sordina,pop.,"Con discreción; con disimulo; silenciosamente; sin estrépito, en forma reservada; taimadamente."
334,A,agacharse,pop.,"Ceder, someterse."
335,A,anasos,pop.,Igual que Añares.
336,A,arrear,rural.,"Conducir ganado ajeno a veces en forma violenta o furtiva azuzar los animales para que caminen (lunf. y pop.) detener y conducir personas en grupo perseguir (JFP), detener (JFP), conducir (JFP)."
337,A,a la tierra,lunf.,"Antigua expresión usada para significar que a un condenado a prisión o reclusión, se le había remitido al penal de Ushuaia (Tierra del Fuego) nombre dado en la antigua Penitenciaria Nacional a los calabozos de reclusión solitaria (LCV.), y en la Prisión Nacional a la sala de castigos (garitas) de la guardia militar (LCV.)."
338,A,agallas,pop.,"Coraje, valor, valentía, atrevimiento, audacia, decisión, ánimo esforzado, símbolo de audacia y hombría (JAS)."
339,A,anastasia,pop.,Censura.
340,A,arrebatado,lunf.,"Atropellador (JFP), irreflexivo (JFP)."
341,A,a la violeta,lunf.,Desocupado; ocioso; sin que hacer.
342,A,agalludo,pop.,"Animoso, resuelto, valiente (TG), audaz, corajudo, atrevido, temerario, arrojado, decidido, persona de ánimo esforzado (TG)."
343,A,anazos,pop.,Igual que Añares.
344,A,arrebatador,delinc. y lunf.,"Ladrón que despoja a su víctima de una alhaja, reloj, cartera o paquete, mediante manotón (LCV) generalmente en un tren cuando éste se pone en marcha, huyendo luego a la carrera igual que Arrebatado (JFP)."
345,A,a las cansadas,pop.,Caminar lentamente llegar con retraso hacer algo despaciosamente.
346,A,agapito,lunf.,Se usa para batir mugre a un macaneador (JAS) persona que se da importancia (TG.).
347,A,anchetas,pop.,"Descaro, atrevimiento."
348,A,arrebatarse,pop.,"Impacientarse (LCV), enardecerse, acalorarse en una discusión."
349,A,a las patadas,pop.,Apresuradamente lo hecho en mala forma.
350,A,agarrada,pop.,"Biaba al por mayor (JAS), altercado, pendencia, pelea, riña, discusión acalorada (JFP) contrapunto entre payadores (JFP)."
351,A,anchorena,pop.,"Ancho acaudalado, rico."
352,A,arrebatista,lunf.,El que arrebata (JFP).
353,A,a las perdidas,pop.,Igual que A las cansadas.
354,A,agarrado/da,pop.,"Tacaño (LCV), miserable (LCV), como amarrete (LCV), mezquino, avaro."
355,A,ancla,pop.,"Persona utilizada como aval de un hecho ilegal, sin que ella lo sepa."
356,A,arrebato,pop.,"Impaciencia, acaloramiento, enardecimiento (delinc. y lunf.) Apoderamiento de carteras, alhajas u objetos de un transeunte por medio de un manotón (LCV), despojo sorpresivo, hurto de sorpresa (JFP)."
357,A,a lo loco,pop.,"Sin lógica, ni fundamento."
358,A,agarrao,pop.,Igual que Agarrado/da.
359,A,anco,pop.,Zapallo comestible (TG).
360,A,arrebersado/da,pop.,"Disgustado, enojado."
361,A,a lo motorman,pop.,Con mucho cuidado; con precaución; pausadamente (por la forma de conducir los conductores de tranvías o motormen.
362,A,agarrar,turf.,"Acertar en las carreras de caballos, (lunf.) tomar(JAS)."
363,A,anda a cantarle a gardel,pop.,Igual que Andá a bañarte.
364,A,arrebersao,pop.,Igual que Arrebersado (LCV).
365,A,a los pedos,pop.,Actuar o hacer algo muy rápidamente.
366,A,agarrar al vuelo,pop.,"Adivinar la intención de otro con rapidez, intuir."
367,A,anda a contarselo a magoya,pop.,Expresión de incredulidad.
368,A,arrebersarse,pop,"Enojarse (LCV), disgustarse, enfurecerse insolentarse (LCV) abatatarse (JFP), trabársele la lengua (JFP) resolverse a una acción, tomar una resolución."
369,A,a los piques,pop.,Con toda rapidez.
370,A,agarrar con las manos en la masa,pop.,"Sorprender a alguien realizando lo que no desea que se sepa o vea, o cometiendo una falta."
371,A,anda a engrupir a los muertos,pop.,Igual que Andá a contárselo a Magoya.
372,A,arrebesado/da,pop.,"Igual que Arrebesao (LCV), de malos instintos (JFP), que se disgusta por cosas nimias (JFP) agringado (JFP) tartamudo (JFP)."
373,A,a los ponchazos,pop.,Hacer u obtener algo en forma desordenada.
374,A,agarrar el toro por las astas,pop.,Encarar un problema resueltamente.
375,A,anda a hacerte coser a maquina,pop.,Igual que Andá a contárselo a Magoya.
376,A,arrebesarse,pop.,Igual que Arrebersarse.
377,A,a los premios,pop.,"A mucha distancia, lejos (por referencia a los aciertos de números en la lotería o quiniela)."
378,A,agarrar en un renuncio,pop.,Igual que Agarrar con las manos en la masa.
379,A,anda a instrumental,arm.,"Expresión con la que se imputa torpeza, lentitud o incapacidad."
380,A,arrebezarse,pop.,Enojarse (ANON1.) igual que Arrebersarse.
381,A,a mano,pop.,"Cerca; cercano, próximo a la par/ / sin deuda."
382,A,agarrar la manija,pop.,Asumir la responsabilidad o conducción de algo.
383,A,anda a lavar los platos,pop.,Insulto que se dirige a mujeres que conducen automóviles.
384,A,arreglado/da,pop.,"Sobornado, cohechado."
385,A,a mano abierta,pop.,Con gran liberalidad;  en gran abundancia.
386,A,agarrar la manivela,pop.,Igual que Agarrar la manija.
387,A,anda a tomar fresco,pop.,"Expresión por la que se significa a otro, que no debe insistir en lo que pretende."
388,A,arreglador,abog.,Abogado afecto a solucionar problemas mediante transacciones.
389,A,a manos llenas,pop.,Igual que A mano abierta.
390,A,agarrar la sartén por el mango,pop.,Tomar el mando o poder.
391,A,andante,mus.,Movimiento musical lento.
392,A,arreglar,pop.,"Retribuir, sobornar, cohechar acordar, concertar, solucionar amonestar, castigar, sancionar, ajustar cuentas (JAS), corregir (TG.), reprender (TG)."
393,A,a mil,juv.,Acelerado excitado.
394,A,agarrar mal parado,pop.,Sorprender a quien no está preparado para evitarlo.
395,A,andar a las patadas,pop.,"No llevarse bien con otra persona, o tener con la misma relaciones tensas."
396,A,arreglar con conversacion,pop.,Justificar con excusas una situación.
397,A,a otro perro con ese hueso,pop.,"Expresión de desconfianza acerca de lo que se nos propone o dice, o con la que se rechaza lo que no creemos."
398,A,agarrar para el churrete,pop.,Burlarse o mofarse de otro.
399,A,andar a los tiros,pop.,Igual que Andar a las patadas.
400,A,arreglarselas,pop.,"Ingeniarse para resolver situaciones difíciles, componérselas."
401,A,a pasto,pop.,Sin límite o medida en el consumo de comida y/o bebida.
402,A,agarrar para el lado de los tomates,pop.,"Interpretar mal algo, equivocarse, confundirse, errar tomar un camino equivocado desviarse del sentido de una conversación."
403,A,andar a patacon,pop.,"Caminar, ir a pie."
404,A,arreglo,"lunf., abog. y pop.","Soborno, cohecho convenio (JAS), componenda, transacción, acuerdo."
405,A,a pata,pop.,A pie; andando; caminando.
406,A,agarrar para la butifarra,pop.,Hacer objeto de bromas a otro.
407,A,andar al boleo,pop.,Caminar sin rumbo.
408,A,arremangado/da,pop.,"Preparado (JFP), decidido (JFP), valiente (JFP), dispuesto para la pelea (JFP)."
409,A,a patadas,pop.,Con excesiva abundancia; por todas partes.
410,A,agarrar para la farra,pop.,Burlarse de otro.
411,A,andar al palo,lunf.,Estar sexualmente excitado.
412,A,arremangar,pop.,"Excitar (JFP), ofender (JFP), pendenciar (JFP) preparar (JFP), disponer (JFP)."
413,A,a pedir de boca,pop.,"Desarrollar cosas o sucesos, en la forma que se desean."
414,A,agarrar por merlo,lunf.,Creer tonto a alguno y tratarlo como tal (AD).
415,A,andar al rumbo,pop.,"Igual que Andar al boleo, divagar."
416,A,arremangarse,pop.,"Decidirse (LCV), tomar una resolución (LCV)  envalentonarse (LCV)."
417,A,a piacere,ital.,A gusto de uno.
418,A,agarrar viaje,pop.,Aceptar una propuesta o responsabilidad.
419,A,andar al trote,pop.,Estar muy apurado.
420,A,arremango,pop.,Decisión valentía.
421,A,a poncho,pop.,Sin estar preparado.
422,A,agarrarla al vuelo,pop.,Adivinar rápidamente la intención de otro.
423,A,andar caliente,pop.,Estar enojado querer apasionadamente estar excitado sexualmente.
424,A,arrempujar,pop.,Empujar.
425,A,a puchos,pop.,De a poco; poco a poco; en pequeñas cantidades.
426,A,agarrarle la italianada,pop.,Hacer o decir algo grosero o irracional.
427,A,andar calzado,delinc. y lunf.,Portar armas.
428,A,arreversado/da,lunf.,Igual que Arrebersao.
429,A,a punto de caramelo,pop.,Momento propicio para hacer lo que se deseaba.
430,A,agarrarlo si se es brujo,pop.,Difícil de alcanzar.
431,A,andar como bola sin manija,pop.,"Estar desorientado, confundido agitarse o moverse sin hacer nada efectivo."
432,A,arreversao,lunf.,"Disgustado (LCV), enojado (LCV)."
433,A,a raja bonete,pop.,Abundante; en cantidad.
434,A,agarrarlo sin los perros,pop.,Sorprender a otro sin que pueda defenderse.
435,A,andar como la mona,pop.,Andar muy mal.
436,A,arreversarse,lunf.,"Igual que Arrebesarse, enfurecerse (ANON.1)."
437,A,a raja cincha,pop.,Comer o beber hasta el hartazgo correr a caballo a toda velocidad.
438,A,agarrarse,pop.,"Disputar, enfrentarse."
439,A,andar con camandulas,pop.,Andar con marrullerías.
440,A,arrevesado/da,lunf.,Enrevesado.
441,A,a raja tabla,pop.,Cueste lo que cueste; a todo trance; mantener una posición a cualquier precio.
442,A,agarrarse a las patadas,pop.,Agredirse verbalmente o de hecho dos o más personas.
443,A,andar con chucho,pop.,"Estar asustado, atemorizado, tener miedo."
444,A,arrevesarse,lunf.,"Enojarse (ANON.1), enfurecerse (ANON.2)."
445,A,a rolete,pop.,Mucho; en cantidad; con profusión.
446,A,agarrarse a las tortas,pop.,Tomarse a golpes de puño.
447,A,andar con cola,delinc. y lunf.,"Estar vigilado, ser objeto de seguimiento o vigilancia."
448,A,arribeno,pop.,"Persona que vive de la manga, del cuento (JAS) persona de las provincias del Norte (TG)."
449,A,a sangre fria,pop.,Con cálculo y premeditación con serenidad.
450,A,agarrarse un jabon,pop.,"Asustarse, tener miedo o pánico."
451,A,andar con el articulo,pop.,Tener la menstruación.
452,A,arriesgar el cuello,pop.,Jugarse el todo por el todo.
453,A,a sangre y fuego,pop.,Con todo rigor; sin dar cuartel; con violencia: sin miramiento alguno.
454,A,agarrarse un metejon,pop.,Enamorarse en forma apasionada.
455,A,andar con el cuchillo bajo el poncho,pop.,Traer malas intenciones.
456,A,arriesgar el pellejo,pop.,Igual que Arriesgar el cuello.
457,A,a seguro lo llevaron preso,pop.,Alusión a la conveniencia de tomar precauciones o recaudos.
458,A,agarrarse una batata de la gran flauta,pop.,Asustarse en grado sumo.
459,A,andar con el culo a cuatro manos,pop.,Igual a Andar con chucho.
460,A,arrima,lunf.,El que vive de favores (JFP).
461,A,a tanto por barba,pop.,A tanto por persona.
462,A,agarrarsela,pop.,Contagiarse una enfermedad venérea emborracharse.
463,A,andar con el paso cambiado,pop.,Proceder sin corrección andar en malas cosas.
464,A,arrimado/da,pop.,"Concubino, amancebado,"
465,A,a tanto por cabeza,pop.,Igual que A tanto por barba.
466,A,agatas,pop.,"Apenas, con dificultad, escasamente."
467,A,andar con la chinche,pop.,Padecer una enfermedad venérea (lunf.) Estar un penado atacado de tuberculosis (LCV).
468,A,arrimadorira,lunf.,"Zalamero (JFP), afilador (JFP)."
469,A,a tiro,pop.,Al alcance; cerca; próximo.
470,A,agauchado,pop.,Parecido al gaucho o lo imita (TG).
471,A,andar con la cola entre las piernas,pop.,"Estar asustado, con miedo."
472,A,arrimar el carro,lunf.,Abordar un hombre a una mujer para enamorarla acercarse un hombre al cuerpo de una mujer.
473,A,a todo lo que da,pop.,A la máxima velocidad.
474,A,agayudo,pop.,Igual que Agalludo.
475,A,andar con la sangre en el ojo,pop.,Estar resentido.
476,A,arrimar el hombro,pop.,"Ayudar a otro, apoyar."
477,A,a todo trapo,pop.,Con rapidez; a toda velocidad.
478,A,agenaro,lunf.,"Ajeno (LCV), objeto o prenda que no es propiedad de quien la tiene (LCV)."
479,A,andar con leche,pop.,Tener suerte (LCV).
480,A,arrimar la chata,lunf.,Igual que Arrimar el carro.
481,A,a triky,pop.,Atrás; a la cola.
482,A,agencia,lunf.,"Casa de citas (JFP), la oficina del Alcalde de la Penitenciaría (JFP)."
483,A,andar con los fierros encima,delinc.,Estar armado.
484,A,arrimarse,pop.,Unirse una pareja en concubinato.
485,A,a un tranco de pollo,pop.,Igual que A tiro.
486,A,agenciar,pop.,"Buscar (JAS), conseguir un acomodo o algo (JAS)."
487,A,andar con los trece,pop.,"Estar disgustado, de mal humor."
488,A,arrollada,pop.,Cobardía almohada (JFP) mujer gruesa de baja estatura (JFP).
489,A,a.i.d.s.,ingl.,Igual que S.I.D.A.
490,A,agenciero,Jgo.,"Dueño o encargado de una Agencia de Cambio, Lotería o Prode."
491,A,andar con paños tibios,pop.,Usar paliativos ineficaces.
492,A,arrollado,pop.,"Acobardado (JFP); asustado matambre o fiambre enrollado, o postre con masa preparado en forma similar."
493,A,abacanado/da,lunf.,"Persona que tiene o aparenta poseer sólida posición económica lujoso, espléndido, esmerado persona afectada en el vestir."
494,A,agente,pop.,Agente de Policía (TG.).
495,A,andar con pies de plomo,pop.,Actuar con mucha prudencia.
496,A,arrollador/ora,pop.,"Cobarde (LCV), miedoso, flojo persona carente de ánimo o decisión."
497,A,abacanar,lunf.,Dar lujos a otros atribuir a otro una buena posición económica que no posee.
498,A,agente del decreto,polic.,Agente de Policía que en calidad de conscripto cumplía el servicio militar a los 18 años en la Policía Federal entre 1950 y 1975. También se le llamó coreano.
499,A,andar con vueltas,pop.,Actuar con rodeos estar indeciso para resolver algo.
500,A,arrollar,pop.,"Achicarse (LCV); declararse inferior a otro o darle razón después de una discusión (LCV) confundir una persona a otra, dejándola sin poder replicar en una discusión, controversia o pelea callar la boca, ceder por miedo desistir (JFP); amainar (JFP) asustar a otro (JFP)."
501,A,abacorso,lunf.,"Escrito de un recurso de ""habeas Corpus"" (JFP.)."
502,A,agio,polic.,"Denominación que se dio a la ""Dirección Nacional de Vigilancia de Precios y Abastecimientos"" que entre los años 1951 y 1956 reprimió el agio y la especulación en los precios. Integraba la Policía Federal Argentina."
503,A,andar cortado,pop.,"No tener dinero, no poseer un centavo (LCV), carecer de lo necesario para subsistir."
504,A,arrollarse,pop.,"Asustarse, acobardarse, atemorizarse abandonar una pelea (ANON.2) callarse la boca en una discusión."
505,A,abajada,pop.,Igual que Bajada. (YAC.).
506,A,agiornamiento,ital. Aggiornamiento,"Actualización, puesta al día."
507,A,andar de boca en boca,pop.,Estar en el comentario de todos noticia muy divulgada.
508,A,arrope,pop.,Dulce resultante de cocer lentamente jugos de frutas.
509,A,abajeño,pop.,Nativo o residente de zonas sureñas.
510,A,agnoloti,ital. Agnellotti,Pasta en forma de raviol grande.
511,A,andar de caño,delinc.,Asaltar con armas de fuego.
512,A,arroyada,pop.,Igual que Arrollada.
513,A,abajo como calzon de puta,pop.,Con celeridad; rápidamente frecuentemente.
514,A,agotarse,lunf.,Morir.
515,A,andar de culata,delinc.,Sustraer a otro dinero del bolsillo trasero del pantalón.
516,A,arroyado/da,pop.,Igual que Arrolladolda.
517,A,abalanzarse,rural.,Encabritarse un caballo/ / (pop.) Ir una persona contra otra.
518,A,agote,lunf.,Persona que gasta mucha labia para decir macanas (JAS).
519,A,andar de culo,pop.,Andar muy mal.
520,A,arroyar,pop.,Igual que Arrollar.
521,A,abandonado/da,pop.,Indolente descuidado en su persona.
